claim_id,product_name,category,brand,model_number,serial_number,retailer,purchase_date,purchase_price,warranty_duration_months,warranty_end_date,claim_date,product_age_days,remaining_warranty_days,fault_type,fault_covered,repair_history_count,serial_number_entered,serial_number_match,documents_provided,missing_document_count,claim_date_before_purchase,repair_date_before_purchase,class_label,split
CLM-000431,Laptop,Electronics,Vertex,VT-15Pro,SN21063273,TechHub Store,2024-10-23,367.02,24,2026-10-13,2026-08-11,657,63,Battery defect,True,1,SN21063273,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000432,Washing Machine,Home Appliance,Cleanwave,CW-700,SN30854365,HomeStyle Retail,2022-11-09,681.73,12,2023-11-04,2023-04-11,153,207,Display fault,True,0,SN30854365,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000433,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN51630244,TechHub Store,2025-04-16,975.44,24,2027-04-06,2026-11-25,588,132,Compressor failure,True,0,SN51630244,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000434,Smartphone,Electronics,Nova,NV-200,SN25567455,HomeStyle Retail,2023-05-04,472.09,12,2024-04-28,2024-01-13,254,106,Battery defect,True,0,SN25567455,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000435,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN26031369,MegaMart Electronics,2022-04-23,788.46,12,2023-04-18,2022-11-09,200,160,Component failure,True,0,SN26031369,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000436,Television,Electronics,Vistara,VS-55UHD,SN32409388,HomeStyle Retail,2022-01-24,753.18,12,2023-01-19,2023-01-17,358,2,Compressor failure,True,0,SN32409388,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000437,Smartphone,Electronics,Nova,NV-100,SN54964418,TechHub Store,2023-07-05,300.34,24,2025-06-24,2025-03-04,608,112,Motor malfunction,True,0,SN54964418,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000438,Refrigerator,Home Appliance,FrostLine,FL-220,SN76591799,HomeStyle Retail,2024-12-08,984.34,12,2025-12-03,2025-08-17,252,108,Motor malfunction,True,0,SN76591799,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000439,Laptop,Electronics,Vertex,VT-15Pro,SN31113788,MegaMart Electronics,2022-04-24,744.31,18,2023-10-16,2022-05-09,15,525,Manufacturing defect,True,0,SN31113788,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000440,Smartphone,Electronics,Nova,NV-X1,SN78293320,MegaMart Electronics,2025-03-21,474.3,24,2027-03-11,2027-01-03,653,67,Manufacturing defect,True,0,SN78293320,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000441,Washing Machine,Home Appliance,Cleanwave,CW-700,SN34019729,CityWide Appliances,2023-05-16,995.35,12,2024-05-10,2023-12-21,219,141,Manufacturing defect,True,0,SN34019729,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000442,Refrigerator,Home Appliance,FrostLine,FL-300X,SN40133935,MegaMart Electronics,2025-02-06,731.74,24,2027-01-27,2026-12-20,682,38,Display fault,True,0,SN40133935,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000443,Smartphone,Electronics,Nova,NV-200,SN26025721,HomeStyle Retail,2023-10-18,399.57,12,2024-10-12,2024-10-02,350,10,Manufacturing defect,True,0,SN26025721,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000444,Laptop,Electronics,Vertex,VT-14,SN63811222,MegaMart Electronics,2023-01-03,488.18,12,2023-12-29,2023-12-21,352,8,Display fault,True,0,SN63811222,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000445,Washing Machine,Home Appliance,Cleanwave,CW-700,SN84234670,HomeStyle Retail,2023-08-02,704.13,24,2025-07-22,2025-07-14,712,8,Motor malfunction,True,0,SN84234670,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000446,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN72267186,HomeStyle Retail,2023-02-15,1120.93,12,2024-02-10,2023-06-01,106,254,Display fault,True,0,SN72267186,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000447,Laptop,Electronics,Vertex,VT-14,SN30208677,MegaMart Electronics,2023-02-05,383.23,24,2025-01-25,2024-10-26,629,91,Display fault,True,0,SN30208677,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000448,Washing Machine,Home Appliance,Cleanwave,CW-700,SN54965270,MegaMart Electronics,2022-02-18,511.46,12,2023-02-13,2022-03-05,15,345,Compressor failure,True,0,SN54965270,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000449,Refrigerator,Home Appliance,FrostLine,FL-220,SN37540722,HomeStyle Retail,2024-02-10,817.94,24,2026-01-30,2025-10-25,623,97,Component failure,True,0,SN37540722,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000450,Smartphone,Electronics,Nova,NV-100,SN47557512,MegaMart Electronics,2024-05-09,1042.85,18,2025-10-31,2025-07-24,441,99,Component failure,True,1,SN47557512,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000451,Television,Electronics,Vistara,VS-55UHD,SN21395409,HomeStyle Retail,2024-11-30,688.53,18,2026-05-24,2026-01-04,400,140,Battery defect,True,0,SN21395409,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000452,Washing Machine,Home Appliance,Cleanwave,CW-700,SN68382413,TechHub Store,2022-10-01,454.68,24,2024-09-20,2024-07-11,649,71,Component failure,True,1,SN68382413,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000453,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN53788744,MegaMart Electronics,2023-04-30,731.82,12,2024-04-24,2023-12-15,229,131,Motor malfunction,True,0,SN53788744,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000454,Smartphone,Electronics,Nova,NV-X1,SN24626086,MegaMart Electronics,2023-04-24,329.87,12,2024-04-18,2023-05-09,15,345,Component failure,True,1,SN24626086,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000455,Laptop,Electronics,Vertex,VT-15Pro,SN37868462,HomeStyle Retail,2024-07-09,1177.65,18,2025-12-31,2025-05-24,319,221,Display fault,True,0,SN37868462,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000456,Smartphone,Electronics,Nova,NV-X1,SN50831043,TechHub Store,2023-06-27,739.48,36,2026-06-11,2025-12-25,912,168,Compressor failure,True,0,SN50831043,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000457,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN29907683,MegaMart Electronics,2025-05-20,1123.05,12,2026-05-15,2025-10-18,151,209,Component failure,True,0,SN29907683,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000458,Smartphone,Electronics,Nova,NV-200,SN44918995,TechHub Store,2023-12-30,867.65,18,2025-06-22,2025-05-10,497,43,Component failure,True,0,SN44918995,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000459,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN22713811,HomeStyle Retail,2022-03-05,321.6,36,2025-02-17,2024-12-26,1027,53,Component failure,True,0,SN22713811,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000460,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN27544302,MegaMart Electronics,2022-09-06,1060.02,12,2023-09-01,2023-06-22,289,71,Display fault,True,0,SN27544302,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000461,Television,Electronics,Vistara,VS-43,SN88158177,HomeStyle Retail,2024-02-02,648.62,24,2026-01-22,2025-10-27,633,87,Manufacturing defect,True,2,SN88158177,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000462,Smartphone,Electronics,Nova,NV-X1,SN69516344,TechHub Store,2022-02-14,840.76,36,2025-01-29,2024-03-15,760,320,Manufacturing defect,True,0,SN69516344,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000463,Television,Electronics,Vistara,VS-43,SN32547129,CityWide Appliances,2023-11-11,859.09,12,2024-11-05,2024-04-15,156,204,Display fault,True,1,SN32547129,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000464,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN33193791,HomeStyle Retail,2024-03-19,808.56,18,2025-09-10,2025-03-07,353,187,Component failure,True,0,SN33193791,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000465,Television,Electronics,Vistara,VS-43,SN92423989,HomeStyle Retail,2023-07-18,379.75,12,2024-07-12,2024-07-02,350,10,Component failure,True,0,SN92423989,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000466,Television,Electronics,Vistara,VS-55UHD,SN18184472,MegaMart Electronics,2023-08-28,569.69,18,2025-02-18,2024-12-30,490,50,Display fault,True,1,SN18184472,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000467,Refrigerator,Home Appliance,FrostLine,FL-220,SN94658420,CityWide Appliances,2022-10-09,892.12,18,2024-04-01,2023-09-07,333,207,Battery defect,True,0,SN94658420,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000468,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN74382155,HomeStyle Retail,2022-02-09,1157.6,36,2025-01-24,2024-08-04,907,173,Display fault,True,0,SN74382155,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000469,Laptop,Electronics,Vertex,VT-15Pro,SN46297263,MegaMart Electronics,2023-12-06,407.69,36,2026-11-20,2026-08-29,997,83,Motor malfunction,True,0,SN46297263,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000470,Television,Electronics,Vistara,VS-55UHD,SN17863981,TechHub Store,2025-05-07,580.56,12,2026-05-02,2026-04-24,352,8,Display fault,True,0,SN17863981,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000471,Laptop,Electronics,Vertex,VT-14,SN31424479,MegaMart Electronics,2024-12-20,662.89,18,2026-06-13,2026-05-27,523,17,Compressor failure,True,1,SN31424479,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000472,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN39448924,HomeStyle Retail,2023-05-09,1066.85,12,2024-05-03,2024-03-20,316,44,Display fault,True,0,SN39448924,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000473,Television,Electronics,Vistara,VS-43,SN33635791,MegaMart Electronics,2023-12-28,714.45,36,2026-12-12,2026-10-04,1011,69,Motor malfunction,True,0,SN33635791,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000474,Smartphone,Electronics,Nova,NV-X1,SN57201978,CityWide Appliances,2024-01-05,469.53,36,2026-12-20,2026-08-27,965,115,Battery defect,True,0,SN57201978,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000475,Smartphone,Electronics,Nova,NV-200,SN82762732,MegaMart Electronics,2022-10-19,493.33,24,2024-10-08,2024-09-19,701,19,Display fault,True,1,SN82762732,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000476,Washing Machine,Home Appliance,Cleanwave,CW-700,SN12674689,HomeStyle Retail,2022-03-19,880.26,12,2023-03-14,2022-10-23,218,142,Manufacturing defect,True,1,SN12674689,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000477,Smartphone,Electronics,Nova,NV-100,SN55735904,TechHub Store,2023-11-11,566.46,36,2026-10-26,2026-10-08,1062,18,Motor malfunction,True,0,SN55735904,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000478,Laptop,Electronics,Vertex,VT-14,SN24887509,TechHub Store,2022-05-02,489.21,12,2023-04-27,2022-12-07,219,141,Motor malfunction,True,0,SN24887509,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000479,Television,Electronics,Vistara,VS-55UHD,SN88653825,MegaMart Electronics,2022-05-29,300.95,18,2023-11-20,2023-08-27,455,85,Motor malfunction,True,0,SN88653825,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000480,Smartphone,Electronics,Nova,NV-200,SN95800828,CityWide Appliances,2023-10-23,857.58,12,2024-10-17,2024-07-20,271,89,Compressor failure,True,0,SN95800828,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000481,Television,Electronics,Vistara,VS-55UHD,SN39962391,TechHub Store,2023-10-12,620.76,12,2024-10-06,2024-09-20,344,16,Component failure,True,0,SN39962391,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000482,Refrigerator,Home Appliance,FrostLine,FL-220,SN33851602,TechHub Store,2024-02-14,1211.65,12,2025-02-08,2024-12-15,305,55,Compressor failure,True,0,SN33851602,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000483,Television,Electronics,Vistara,VS-43,SN34438599,HomeStyle Retail,2025-03-19,849.89,18,2026-09-10,2026-02-12,330,210,Battery defect,True,0,SN34438599,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000484,Smartphone,Electronics,Nova,NV-200,SN28876833,MegaMart Electronics,2023-03-29,823.4,24,2025-03-18,2025-01-13,656,64,Manufacturing defect,True,0,SN28876833,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000485,Washing Machine,Home Appliance,Cleanwave,CW-700,SN99929175,TechHub Store,2023-05-03,1171.88,12,2024-04-27,2024-04-25,358,2,Motor malfunction,True,0,SN99929175,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000486,Smartphone,Electronics,Nova,NV-X1,SN19099261,HomeStyle Retail,2024-07-03,468.81,12,2025-06-28,2025-03-29,269,91,Manufacturing defect,True,0,SN19099261,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000487,Laptop,Electronics,Vertex,VT-15Pro,SN32325567,CityWide Appliances,2022-01-03,423.84,12,2022-12-29,2022-12-28,359,1,Display fault,True,0,SN32325567,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000488,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN87585294,TechHub Store,2024-02-15,890.25,18,2025-08-08,2025-05-28,468,72,Compressor failure,True,1,SN87585294,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000489,Smartphone,Electronics,Nova,NV-100,SN49581964,MegaMart Electronics,2023-04-07,549.15,12,2024-04-01,2024-01-12,280,80,Motor malfunction,True,0,SN49581964,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,validation
CLM-000490,Smartphone,Electronics,Nova,NV-200,SN31596235,TechHub Store,2022-08-03,448.71,12,2023-07-29,2023-05-13,283,77,Battery defect,True,0,SN31596235,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000491,Television,Electronics,Vistara,VS-55UHD,SN14159837,HomeStyle Retail,2022-07-10,984.69,12,2023-07-05,2023-05-06,300,60,Compressor failure,True,2,SN14159837,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000492,Laptop,Electronics,Vertex,VT-14,SN23590593,MegaMart Electronics,2022-12-04,602.38,24,2024-11-23,2024-10-09,675,45,Component failure,True,0,SN23590593,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000493,Refrigerator,Home Appliance,FrostLine,FL-300X,SN98663948,MegaMart Electronics,2024-04-18,1113.55,24,2026-04-08,2026-01-29,651,69,Component failure,True,0,SN98663948,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000494,Laptop,Electronics,Vertex,VT-15Pro,SN30614492,MegaMart Electronics,2022-07-16,539.0,12,2023-07-11,2022-10-06,82,278,Manufacturing defect,True,0,SN30614492,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000495,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN36799898,MegaMart Electronics,2024-05-25,1133.76,12,2025-05-20,2025-01-19,239,121,Component failure,True,0,SN36799898,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000496,Television,Electronics,Vistara,VS-55UHD,SN25503345,MegaMart Electronics,2022-12-16,718.09,24,2024-12-05,2024-08-13,606,114,Display fault,True,0,SN25503345,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000497,Refrigerator,Home Appliance,FrostLine,FL-220,SN96149847,HomeStyle Retail,2024-08-22,1044.89,18,2026-02-13,2025-11-18,453,87,Component failure,True,0,SN96149847,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000498,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN15988382,MegaMart Electronics,2024-01-30,686.52,36,2027-01-14,2026-08-31,944,136,Display fault,True,0,SN15988382,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000499,Washing Machine,Home Appliance,Cleanwave,CW-700,SN30284415,TechHub Store,2023-06-24,784.92,12,2024-06-18,2024-06-08,350,10,Compressor failure,True,0,SN30284415,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,train
CLM-000500,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN89151743,MegaMart Electronics,2022-07-18,958.17,12,2023-07-13,2023-07-12,359,1,Manufacturing defect,True,1,SN89151743,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Valid Claim,test
CLM-000501,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN20597167,HomeStyle Retail,2024-09-17,475.66,12,2025-09-12,2025-05-28,253,107,Compressor failure,True,2,SN20597167,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000502,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN15727862,HomeStyle Retail,2024-10-14,593.94,18,2026-04-07,2025-04-13,181,359,Physical/drop damage,False,0,SN68437492,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,validation
CLM-000503,Smartphone,Electronics,Nova,NV-X1,SN63332084,HomeStyle Retail,2021-02-17,919.75,24,2023-02-07,2022-01-20,337,383,Water damage,False,1,SN63332084,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000504,Air Conditioner,Home Appliance,Chillmax,CM-1T,SN65625517,MegaMart Electronics,2024-10-20,1126.47,12,2025-10-15,2025-09-14,329,31,Manufacturing defect,True,0,SN65625517,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000505,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN81891508,CityWide Appliances,2023-03-06,1213.76,18,2024-08-27,2025-07-03,850,-310,Battery defect,True,1,SN81891508,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,validation
CLM-000506,Smartphone,Electronics,Nova,NV-200,SN29307578,HomeStyle Retail,2024-12-02,477.83,12,2025-11-27,2025-10-19,321,39,Battery defect,True,0,SN29307578,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000507,Refrigerator,Home Appliance,FrostLine,FL-220,SN73782705,CityWide Appliances,2023-10-26,1318.38,18,2025-04-18,2025-04-30,552,-12,Motor malfunction,True,2,SN73782705,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000508,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN23182514,CityWide Appliances,2025-01-11,1075.21,12,2026-01-06,2025-06-29,169,191,Motor malfunction,True,2,SN40595926,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000509,Refrigerator,Home Appliance,FrostLine,FL-220,SN35224301,HomeStyle Retail,2020-10-02,917.96,12,2021-09-27,2021-02-26,147,213,Motor malfunction,True,3,SN35224301,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,validation
CLM-000510,Smartphone,Electronics,Nova,NV-200,SN78020910,HomeStyle Retail,2025-02-13,711.1,24,2027-02-03,2025-04-21,67,653,Motor malfunction,True,0,SN78020910,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000511,Smartphone,Electronics,Nova,NV-100,SN58368724,TechHub Store,2024-05-17,412.31,24,2026-05-07,2026-06-14,758,-38,Physical/drop damage,False,3,SN58368724,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000512,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN89731181,HomeStyle Retail,2021-07-15,280.6,12,2022-07-10,2021-09-26,73,287,Compressor failure,True,0,SN89731181,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000513,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN16664050,MegaMart Electronics,2024-11-17,966.3,12,2025-11-12,2025-01-12,56,304,Motor malfunction,True,1,SN86807176,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000514,Refrigerator,Home Appliance,FrostLine,FL-220,SN11194267,HomeStyle Retail,2024-05-16,848.16,24,2026-05-06,2024-12-23,221,499,Unauthorized repair damage,False,4,SN11194267,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000515,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN96267144,MegaMart Electronics,2020-09-27,1282.33,18,2022-03-21,2022-07-26,667,-127,Battery defect,True,3,SN96267144,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,validation
CLM-000516,Washing Machine,Home Appliance,Cleanwave,CW-750D,SN88448538,MegaMart Electronics,2025-01-07,855.89,12,2026-01-02,2025-09-12,248,112,Component failure,True,3,SN78654208,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000517,Washing Machine,Home Appliance,Cleanwave,CW-700,SN74657836,MegaMart Electronics,2023-09-18,870.27,24,2025-09-07,2025-06-12,633,87,Battery defect,True,2,SN47108953,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000518,Washing Machine,Home Appliance,Cleanwave,CW-700,SN79429969,TechHub Store,2023-08-04,872.94,12,2024-07-29,2024-07-12,343,17,Compressor failure,True,3,SN17620167,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000519,Refrigerator,Home Appliance,FrostLine,FL-300X,SN44819604,CityWide Appliances,2024-07-07,975.84,24,2026-06-27,2024-12-07,153,567,Compressor failure,True,1,SN44819604,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000520,Air Conditioner,Home Appliance,Chillmax,CM-1.5T,SN39845082,TechHub Store,2022-04-08,1719.53,12,2023-04-03,2023-07-18,466,-106,Battery defect,True,3,SN39845082,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000521,Television,Electronics,Vistara,VS-43,SN49431028,MegaMart Electronics,2023-07-31,593.02,24,2025-07-20,2025-06-13,683,37,Component failure,True,1,SN27172371,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000522,Washing Machine,Home Appliance,Cleanwave,CW-700,SN51216287,HomeStyle Retail,2024-02-26,893.82,12,2025-02-20,2025-02-05,345,15,Water damage,False,1,SN51216287,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,test
CLM-000523,Laptop,Electronics,Vertex,VT-14,SN73380252,CityWide Appliances,2024-12-21,943.02,12,2025-12-16,2025-03-01,70,290,Display fault,True,0,SN77172936,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000524,Smartphone,Electronics,Nova,NV-100,SN55992373,HomeStyle Retail,2020-09-02,553.81,24,2022-08-23,2020-11-06,65,655,Display fault,True,3,SN55992373,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000525,Refrigerator,Home Appliance,FrostLine,FL-220,SN52065724,TechHub Store,2023-03-12,1276.94,24,2025-03-01,2023-06-12,92,628,Component failure,True,1,SN10632635,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,True,False,Invalid Claim,train
CLM-000526,Smartphone,Electronics,Nova,NV-200,SN95025258,HomeStyle Retail,2022-07-14,511.27,12,2023-07-09,2023-03-31,260,100,Water damage,False,1,SN95025258,True,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,train
CLM-000527,Television,Electronics,Vistara,VS-43,SN12404661,TechHub Store,2022-05-28,471.44,24,2024-05-17,2023-06-24,392,328,Component failure,True,2,SN94112495,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,True,Invalid Claim,train
CLM-000528,Laptop,Electronics,Vertex,VT-15Pro,SN32417070,MegaMart Electronics,2024-02-11,797.48,12,2025-02-05,2024-09-04,206,154,Manufacturing defect,True,0,SN16136213,False,"receipt,warranty_card,product_photo,serial_evidence,fault_evidence",0,False,False,Invalid Claim,validation
